price_millions,space,rooms,geo_lat,geo_lng,parking,water_heating,doorman,price_level,gas_network,balcony,linen_room,anomaly,anomaly_score
1.3,60,1,6.26567,-75.60541,1,1,1,0,1.0,1,1,0,-0.99040105191815
1.3,60,1,6.26567,-75.60541,1,1,1,0,1.0,1,1,0,-0.99040105191815
1.1,110,3,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,-0.99834404384393
1.1,110,3,6.23932,-75.58988,0,0,0,5,0.0,0,1,0,-0.99834404384393
2.8,130,3,6.2407,-75.60679,1,1,0,5,1.0,0,1,0,-1.0021967898621
0.7,60,2,6.27202,-75.54566,0,0,0,2,1.0,1,1,0,-1.006685200576
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-1.0077690657398
2.8,134,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-1.0077690657398
0.85,60,3,6.23465,-75.57607,0,0,1,3,1.0,0,0,0,-1.0112207025121
0.8,84,3,6.26567,-75.60541,0,0,1,0,1.0,1,1,0,-1.0125293300744
0.9,45,2,6.24831,-75.60905,0,1,0,0,1.0,0,1,0,-1.0172262304996
1.15,70,3,6.24896,-75.61274,0,0,0,0,1.0,1,1,0,-1.0174524011296
2.6,124,3,6.19676,-75.57473,1,1,1,6,1.0,0,1,0,-1.0194101781252
3.1,100,2,6.21261,-75.57005,1,0,1,6,1.0,1,1,0,-1.021385092201
0.93,70,3,6.24896,-75.61274,0,1,0,0,1.0,0,1,0,-1.0216740016046
2.6,105,3,6.24408,-75.59508,2,1,1,5,1.0,1,1,0,-1.0477031801595
1.95,93,3,6.2207,-75.56947,1,1,1,6,0.0,1,1,0,-1.0564513387445
0.95,55,3,6.26567,-75.60541,0,0,1,0,1.0,1,1,0,-1.0583517678249
0.77,22,1,6.25898,-75.61355,0,0,0,3,1.0,1,1,0,-1.0603049853395
1.3,105,3,6.24831,-75.60905,0,1,0,4,1.0,0,0,0,-1.0615272432108
1.25,40,1,6.24408,-75.59508,0,1,0.5,5,1.0,1,0,0,-1.1086190018615
2.1,130,3,6.19692,-75.57461,0,1,1,6,1.0,0,1,0,-1.1109790244772
0.75,35,1,6.24748,-75.5567,0,1,1,4,1.0,0,1,0,-1.1127344975352
1.1,53,3,6.26567,-75.60541,0,0,1,0,1.0,1,1,0,-1.1132567725864
0.9,45,2,6.22355,-75.60327,0,0,0,4,1.0,0,0,0,-1.1160056886605
0.65,40,1,6.2598,-75.56215,0,0,0,3,1.0,0,1,0,-1.1254772830732
3.1,95,3,6.21976,-75.56633,1,1,1,6,1.0,1,1,0,-1.1310156222706
2.2,82,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.1396918034261
0.75,35,1,6.24255,-75.56057,1,0,1,4,1.0,0,1,0,-1.1527546982174
2.4,77,2,6.19692,-75.57461,2,1,1,6,1.0,1,1,0,-1.1605973621173
0.7,40,1,6.24255,-75.56057,0,0,0,4,1.0,0,1,0,-1.1656154470016
1.15,48,1,6.26567,-75.60541,1,1,1,4,0.0,0,1,0,-1.1824180294995
2.4,140,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-1.188953867852
0.78,75,2,6.2575,-75.60577,0,0,0,3,1.0,0,0,0,-1.2094974026151
1.2,55,3,6.22624,-75.59555,0,0,1,0,1.0,0,1,0,-1.2116373309193
2.05,82,3,6.2207,-75.56947,1,0.5,1,6,0.0,0,1,0,-1.2287249709041
0.5,35,2,6.28064,-75.56082,0,0,0,2,1.0,0,1,0,-1.2336729877984
2.7,65,1,6.23131,-75.56986,1,1,1,6,1.0,0,1,0,-1.2360754336079
0.85,75,2,6.23042,-75.60727,0,0,0,3,1.0,0,0,0,-1.2368069605286
0.83,72,3,6.24627,-75.54584,0,0,0,3,1.0,0,1,0,-1.2440510761687
1.5,85,3,6.23113,-75.60013,0,0,0,0,1.0,0,1,0,-1.2525167601015
2.3,95,3,6.26567,-75.60541,0,1,0,5,0.0,0,1,0,-1.2537305494777
0.7,20,1,6.24307,-75.58122,0,0,0,4,1.0,0,1,0,-1.26338003278
1.15,70,3,6.23113,-75.60013,0,0,0,0,1.0,0,1,0,-1.2676373863581
2.8,130,3,6.2407,-75.60679,1,1,1,5,1.0,1,1,0,-1.2677581089906
1,60,2,6.26567,-75.60541,1,0,0,0,1.0,0,1,0,-1.2712204439897
3.1,110,2,6.19676,-75.57473,1,1,1,6,1.0,1,1,0,-1.2813685640623
1.7,135,1,6.24643,-75.58541,0,0,1,4,1.0,1,1,0,-1.2899515769727
3,97,3,6.21976,-75.56633,1,1,1,6,1.0,1,1,0,-1.2932234745102
1.4,90,3,6.25191,-75.60376,0,0,0,4,1.0,0,0,0,-1.3033233215004
0.88,55,2,6.27202,-75.54566,0,0,0,3,1.0,0,1,0,-1.3055098875471
0.9,50,2,6.24896,-75.61274,0,0,0,4,0.0,0,1,0,-1.3084285766772
2,82,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.3092154839972
1.4,100,3,6.23527,-75.59969,1,0,0,4,1.0,0,0,0,-1.310461653231
0.87,55,2,6.24896,-75.61274,0,1,1,0,1.0,1,1,0,-1.3109919081365
0.75,40,1,6.2598,-75.56215,0,0,0,4,1.0,0,1,0,-1.317158872906
2.8,134,3,6.2407,-75.60679,1,1,0,4,1.0,1,1,0,-1.3197128015445
0.8,65,2,6.25898,-75.61355,0,1,0,4,1.0,0,0,0,-1.3221264599044
1.4,74,1,6.24408,-75.59508,1,1,0,5,1.0,1,0,0,-1.3228856558673
1.4,74,1,6.24408,-75.59508,1,1,0,5,1.0,1,0,0,-1.3228856558673
1.5,60,1,6.24408,-75.59508,1,0,1,5,0.0,1,1,0,-1.3263285466213
0.85,56,3,6.23113,-75.60013,1,0,1,0,1.0,1,1,0,-1.3264484603329
0.8,45,1,6.24045,-75.55538,0,1,0,3,1.0,0,1,0,-1.3301004241525
0.7,70,3,6.27202,-75.54566,0,0,0,3,1.0,1,1,0,-1.3336000889026
0.9,50,2,6.22624,-75.59555,0,0,0,3,1.0,0,0,0,-1.3405999699245
1.5,110,3,6.25191,-75.60376,1,0,0.5,0,1.0,1,1,0,-1.3446337772602
1.25,65,3,6.26567,-75.60541,0,0,1,0,1.0,1,1,0,-1.3501554773734
0.85,41,1,6.2598,-75.56215,0,0,1,3,1.0,0,1,0,-1.3560209216192
0.85,41,1,6.2598,-75.56215,0,0,1,3,1.0,0,1,0,-1.3560209216192
0.93,55,2,6.24896,-75.61274,0,1,1,0,1.0,1,1,0,-1.3592561317223
0.8,40,1,6.24748,-75.5567,0,1,0,4,1.0,0,1,0,-1.3596325015818
0.62,25,1,6.23113,-75.60013,0,0,0,3,1.0,0,1,0,-1.3664590775544
1.25,110,4,6.2575,-75.60577,0,0,0,3,1.0,0,1,0,-1.3754653993996
1.7,50,1,6.25356,-75.59456,0,1,1,5,0.0,1,1,0,-1.3802015843457
1.15,65,3,6.24896,-75.61274,0,1,0,0,1.0,1,1,0,-1.4035047718456
0.9,60,2,6.25191,-75.60376,0,0,0,0,1.0,1,1,0,-1.4122220778692
1.2,60,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.412592398531
2.2,140,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-1.4135449527325
0.73,55,3,6.28064,-75.56082,0,0.5,0,3,0.0,1,1,0,-1.4152549908011
1.1,50,2,6.19676,-75.57473,1,0,0,0,1.0,1,1,0,-1.4171513820724
0.8,48,2,6.24408,-75.59508,0,1,1,0,1.0,0,1,0,-1.4203138070271
0.75,37,1,6.24255,-75.56057,0,1,1,3,1.0,0,1,0,-1.4269717592679
1.8,80,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.443695911499
0.9,30,1,6.2598,-75.56215,0,1,1,4,1.0,0,1,0,-1.4469489290093
0.63,38,2,6.22624,-75.59555,0,0,0,3,0.0,1,1,0,-1.4662368284199
1.4,61,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.4760914563058
1.1,55,2,6.23113,-75.60013,0,0,0,3,1.0,0,0,0,-1.494840712496
0.95,50,2,6.2575,-75.60577,0,1,0,3,1.0,0,0,0,-1.5020847220822
0.75,25,1,6.23113,-75.60013,0,0,0,3,1.0,0,1,0,-1.5095099107516
0.8,28,1,6.26567,-75.60541,0,0,0,3,1.0,0,1,0,-1.5125796262248
1.6,76,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.5298071171154
0.9,60,2,6.22109,-75.59548,0,0,0,3,1.0,0,0,0,-1.5322343258136
1.35,70,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.533373248201
1.6,70,3,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.5365756955713
1.1,70,2,6.26567,-75.60541,0,0,1,0,1.0,1,1,0,-1.5411840811575
2.1,100,3,6.24408,-75.59508,2,1,0,5,1.0,0,1,0,-1.5474755496728
1.37,95,3,6.22941,-75.60168,1,1,0,0,1.0,0,1,0,-1.547768059978
2.5,137,3,6.19676,-75.57473,1,1,0.5,5,1.0,0,1,0,-1.5528886469403
0.65,40,2,6.24408,-75.59508,0,0,0,3,0.0,1,1,0,-1.5563917696217
1.3,70,3,6.23465,-75.57607,1,0,1,4,1.0,0,0,0,-1.5590013762254
1.65,60,3,6.21902,-75.60331,1,0,1,0,1.0,1,1,0,-1.5619060923991
0.75,38,1,6.2598,-75.56215,0,1,1,3,1.0,0,1,0,-1.5645435654971
1.85,82,3,6.2207,-75.56947,1,1,1,0,1.0,1,1,0,-1.565369158966
1.25,60,3,6.19676,-75.57473,1,1,1,0,1.0,0,1,0,-1.5718173327949
2.6,92,1,6.19676,-75.57473,0,1,1,6,1.0,1,1,0,-1.5730834872849
1.4,65,3,6.24408,-75.59508,0,0,0,3,1.0,0,0,0,-1.5756331624242
1.2,56,2,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.5804776456505
0.88,45,3,6.24408,-75.59508,1,1,1,0,1.0,1,1,0,-1.5814798881537
1.1,55,1,6.25356,-75.59456,1,1,0.5,5,1.0,1,0,0,-1.581869933944
1.65,68,2,6.21086,-75.59868,0,0,1,0,1.0,0,1,0,-1.582245973827
0.73,35,2,6.24045,-75.55538,0,0,1,3,1.0,0,1,0,-1.5834490276207
0.9,46,2,6.24408,-75.59508,1,1,1,0,1.0,0,1,0,-1.5850945391601
1,87,3,6.24408,-75.59508,0,0,0,5,0.0,0,1,0,-1.5864866418509
0.6,30,1,6.23113,-75.60013,0,0,0,3,1.0,0,1,0,-1.5893839061635
0.75,60,1,6.28064,-75.56082,0,0,0,3,1.0,0,1,0,-1.5931184563156
0.6,40,1,6.24408,-75.59508,0,0,0,2,1.0,0,1,0,-1.6016754645037
0.75,45,1,6.2598,-75.56215,1,0,1,4,1.0,0,1,0,-1.6072151214629
1,60,2,6.23113,-75.60013,0,0,0,0,1.0,1,1,0,-1.6077207372553
1.3,92,3,6.24896,-75.61274,0,0,0,4,0.0,1,1,0,-1.6081163338255
2,70,2,6.20385,-75.57168,1,1,1,6,0.0,1,1,0,-1.6105354834934
2.4,134,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-1.6221534484295
1.3,57,2,6.26567,-75.60541,1,0,1,0,1.0,1,1,0,-1.6299291502358
0.9,65,3,6.27202,-75.54566,1,0,0,3,1.0,1,1,0,-1.6300629458559
1.25,55,3,6.24408,-75.59508,1,0,0,0,1.0,1,1,0,-1.6348462412251
1.25,60,1,6.24643,-75.58541,0,1,0.5,0,1.0,1,1,0,-1.6354792523026
0.95,50,3,6.24408,-75.59508,0,0,0,3,0.0,0,1,0,-1.6365069952711
0.95,50,3,6.24408,-75.59508,0,0,0,3,0.0,0,1,0,-1.6365069952711
1.2,92,3,6.23027,-75.59148,0,0,0,3,1.0,1,0,0,-1.6365225371239
0.9,72,2,6.23027,-75.59148,0,0,0,3,1.0,0,0,0,-1.6374443668018
3,90,3,6.2207,-75.56947,1,1,1,6,1.0,1,1,0,-1.640754278379
2.4,75,3,6.19676,-75.57473,1,1,1,4,1.0,1,0,0,-1.6429119815847
1.4,20,1,6.22941,-75.60168,0,0,0,4,1.0,0,1,0,-1.6449654893478
1.1,75,3,6.22941,-75.60168,0,0,0,5,0.0,0,1,0,-1.6457230537113
2.8,100,3,6.23131,-75.56986,0,1,1,6,1.0,1,1,0,-1.6577190509663
0.7,65,2,6.2407,-75.60679,0,0,0,4,0.0,0,1,0,-1.6588193992963
1.3,70,3,6.26567,-75.60541,1,1,1,0,1.0,0,1,0,-1.6611961393903
0.7,40,1,6.2407,-75.60679,0,0,0,5,1.0,0,1,0,-1.6619022710731
3,108,2,6.19042,-75.57705,1,1,1,6,1.0,1,1,0,-1.6638640476055
3,108,2,6.19042,-75.57705,1,1,1,6,1.0,1,1,0,-1.6638640476055
0.7,55,2,6.23113,-75.60013,0,0,0,3,0.0,0,1,0,-1.6668391492581
0.75,70,2,6.24627,-75.54584,0,0,0,3,1.0,1,1,0,-1.6675629061186
2.1,99,3,6.21902,-75.60331,2,1,1,5,1.0,1,1,0,-1.677939893199
0.98,67,3,6.23465,-75.57607,0,1,1,0,1.0,1,1,0,-1.6822576747476
1.8,120,3,6.24408,-75.59508,2,1,0.5,5,1.0,1,1,0,-1.6849744274917
0.75,39,1,6.2598,-75.56215,0,1,1,4,1.0,0,1,0,-1.6854351444697
0.7,28,1,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-1.6960656301516
1.6,65,3,6.24307,-75.58122,1,0,1,0,1.0,1,1,0,-1.7061512499179
1.05,65,3,6.26567,-75.60541,0,0,0,5,0.0,1,1,0,-1.7101484171539
1.05,65,3,6.26567,-75.60541,0,0,0,5,0.0,1,1,0,-1.7101484171539
0.95,60,2,6.23113,-75.60013,0,1,0,0,1.0,0,1,0,-1.7114516390592
0.6,33,1,6.23113,-75.60013,0,0,0,3,1.0,0,1,0,-1.7242565434047
2,117,3,6.24909,-75.59132,2,1,0.5,5,1.0,1,1,0,-1.7460708338515
0.7,30,1,6.22941,-75.60168,0,0,0,4,1.0,0,1,0,-1.7481926057181
0.68,58,3,6.24045,-75.55538,0,0,0,2,1.0,1,1,0,-1.7501094161169
0.9,32,1,6.23113,-75.60013,0,0,0,5,1.0,0,1,0,-1.7554452220667
1.2,80,3,6.24896,-75.61274,0,0,0,4,0.0,1,1,0,-1.7626346914769
2,90,3,6.20158,-75.57227,2,1,1,5,1.0,1,1,0,-1.7649947540457
2,90,3,6.20158,-75.57227,2,1,1,5,1.0,1,1,0,-1.7649947540457
2.5,117,2,6.19692,-75.57461,1,1,1,6,1.0,0,1,0,-1.7684529635959
0.75,60,3,6.24627,-75.54584,0,1,0,3,1.0,1,1,0,-1.7709519397461
1.7,75,2,6.20158,-75.57227,1,1,1,0,1.0,0,1,0,-1.7764078760566
0.85,50,2,6.24408,-75.59508,0,0,0,3,0.0,0,1,0,-1.7860693281918
1,55,2,6.22624,-75.59555,0,0,0,3,1.0,1,0,0,-1.7945044668571
1.35,65,3,6.25356,-75.59456,0,1,0,0,1.0,0,1,0,-1.7954776350799
0.98,72,2,6.27202,-75.54566,0,0,0,3,1.0,1,1,0,-1.8141499444637
0.75,80,3,6.27202,-75.54566,0,0.5,0,3,1.0,0,1,0,-1.8170611503522
1.05,62,3,6.23465,-75.57607,1,1,1,0,1.0,1,1,0,-1.8188745689725
2.5,100,3,6.19676,-75.57473,1,0,1,6,1.0,0,1,0,-1.821672162547
1.3,60,3,6.21902,-75.60331,0,1,1,0,1.0,1,1,0,-1.8354266272843
1.65,68,2,6.20202,-75.568,1,1,1,0,1.0,1,1,0,-1.8366050550328
0.75,30,1,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-1.8437993896668
0.8,60,2,6.24408,-75.59508,0,1,0,3,1.0,0,0,0,-1.8464857807403
1.1,62,3,6.23465,-75.57607,1,1,1,0,1.0,1,1,0,-1.8470487606013
0.699,30,1,6.24909,-75.59132,0,0,0,5,1.0,1,1,0,-1.848614578775
1.57,68,2,6.20202,-75.568,1,1,1,0,1.0,1,1,0,-1.8504484710379
1.4,66,1,6.23584,-75.59159,1,1,0.5,5,1.0,1,0,0,-1.8536650237818
1.3,62,3,6.21902,-75.60331,0,1,1,0,1.0,1,1,0,-1.8598223720983
1.6,100,3,6.23932,-75.58988,1,0,0,5,0.0,1,1,0,-1.8625405445847
1.45,67,2,6.21086,-75.59868,0,0,1,0,1.0,1,1,0,-1.8675167014843
2.1,82,2,6.19692,-75.57461,1,1,1,0,1.0,1,1,0,-1.8700680529491
1.15,62,3,6.23465,-75.57607,1,1,1,0,1.0,1,1,0,-1.8717812394608
1.1,45,1,6.20202,-75.568,0,0.5,1,6,1.0,0,1,0,-1.8729408923099
1.2,62,3,6.23465,-75.57607,1,1,1,0,1.0,1,1,0,-1.8930720055509
1.2,62,3,6.23465,-75.57607,1,1,1,0,1.0,1,1,0,-1.8930720055509
1.2,60,2,6.21902,-75.60331,1,1,1,0,1.0,0,1,0,-1.8939574967436
1.3,35,1,6.19676,-75.57473,0,0,1,5,1.0,0,1,0,-1.8939833386843
1.3,35,1,6.19676,-75.57473,0,0,1,5,1.0,0,1,0,-1.8939833386843
1.5,50,1,6.24408,-75.59508,2,1,0.5,5,1.0,1,1,0,-1.8997937169041
0.78,50,3,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-1.9013793194986
0.85,52,2,6.22624,-75.59555,0,0.5,0,0,1.0,0,1,0,-1.9021974668425
1.2,56,2,6.24408,-75.59508,0,0,0,5,0.0,0,1,0,-1.9056355479165
1.7,140,3,6.24408,-75.59508,0,1,0,5,1.0,1,1,0,-1.9069094039487
0.75,64,1,6.28064,-75.56082,0,0,0,3,1.0,1,1,0,-1.9096300045737
0.73,72,3,6.24045,-75.55538,0,0,0,2,1.0,1,1,0,-1.9123346414608
1.5,56,2,6.24643,-75.58541,0,1,0,0,1.0,0,1,0,-1.9168881901758
0.65,40,1,6.2407,-75.60679,0,0,0,4,1.0,0,1,0,-1.9181381130942
0.799,30,1,6.26613,-75.59367,0,0,0,5,1.0,1,1,0,-1.9181965314626
1.85,110,4,6.24408,-75.59508,1,1,0,5,1.0,0,1,0,-1.9184770143058
1,30,1,6.2407,-75.60679,0,1,0,5,1.0,0,1,0,-1.924116184402
1.5,85,3,6.23113,-75.60013,0,1,0,4,1.0,0,0,0,-1.9270898363515
2.9,110,3,6.2207,-75.56947,1,1,1,5,1.0,1,1,0,-1.9278988145469
2.6,100,3,6.21976,-75.56633,1,1,1,6,1.0,1,1,0,-1.9294053253871
1.2,90,3,6.22941,-75.60168,0,1,0,3,1.0,1,0,0,-1.9341678817055
1.1,53,3,6.24408,-75.59508,1,1,1,0,1.0,1,1,0,-1.9353810726216
0.88,43,1,6.24896,-75.61274,0,0,1,4,1.0,0,1,0,-1.9433179584782
0.6,40,1,6.28064,-75.56082,0,0.5,0,3,1.0,1,1,0,-1.9467377875526
2.2,110,3,6.19676,-75.57473,0,0,1,6,1.0,1,1,0,-1.9517843761884
0.9,35,1,6.24643,-75.58541,0,0,0,5,1.0,0,1,0,-1.9548692979321
0.75,45,2,6.24045,-75.55538,0,0,1,3,1.0,0,1,0,-1.9591256728493
1.73,68,2,6.19042,-75.57705,1,1,1,6,0.0,1,1,0,-1.9637299606272
1.15,60,2,6.2512,-75.59107,0,0,0,5,0.0,0,1,0,-1.9653218038353
0.75,40,1,6.2575,-75.60577,0,0,0,3,1.0,0,1,0,-1.9665422931039
1.3,60,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-1.9683732332876
1.3,90,2,6.24909,-75.59132,1,1,0,5,1.0,0,0,0,-1.9702594078561
0.85,60,2,6.24408,-75.59508,0,0,0,3,0.0,0,1,0,-1.9746778963433
1.1,55,3,6.24408,-75.59508,1,1,1,0,1.0,1,1,0,-1.9753237810546
1.4,85,3,6.22941,-75.60168,1,1,0,5,1.0,1,0,0,-1.9757757472512
0.83,72,3,6.24627,-75.54584,0,0.5,0,3,1.0,0,1,0,-1.9808989169598
1.25,75,3,6.25191,-75.60376,1,1,1,4,1.0,0,0,0,-1.9828902080904
0.75,35,1,6.23527,-75.59969,0,0,0,3,1.0,0,1,0,-1.9835832350804
0.95,48,3,6.24045,-75.55538,0,0,1,3,1.0,0,1,0,-1.9886708178292
2.6,98,3,6.21976,-75.56633,1,1,1,6,1.0,1,1,0,-1.9894073830763
1.25,70,3,6.24627,-75.54584,0,1,0,4,1.0,0,1,0,-1.9934238423896
2.3,130,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-2.0079221887663
2.3,130,3,6.2407,-75.60679,1,1,0,5,1.0,1,1,0,-2.0079221887663
1.8,70,3,6.20202,-75.568,1,1,1,5,0.0,1,1,0,-2.0089646133161
1.3,90,3,6.23584,-75.59159,0,0,0,4,0.0,0,1,0,-2.0125520846195
1.1,50,1,6.24748,-75.5567,1,1,0,4,1.0,0,1,0,-2.0129082571855
2,80,3,6.26613,-75.59367,1,1,0,0,1.0,1,1,0,-2.0139571914022
1.7,70,2,6.24643,-75.58541,1,0,0,0,1.0,1,1,0,-2.0188673938704
0.95,28,1,6.2512,-75.59107,0,0,0,4,1.0,0,1,0,-2.0191969597681
1,55,2,6.23527,-75.59969,0,0,0,4,0.0,0,1,0,-2.020358464676
1.3,65,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.0210338648124
1.25,48,1,6.19676,-75.57473,0,1,1,6,1.0,0,1,0,-2.0230150112308
1.1,50,2,6.24643,-75.58541,0,0,1,4,0.0,0,1,0,-2.0287363471979
1.15,67,2,6.2512,-75.59107,0,0,0,5,0.0,0,1,0,-2.0312732061605
0.75,35,2,6.24255,-75.56057,0,0,0,3,1.0,0,1,0,-2.0381023195419
1.4,65,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.0395234076072
1.3,70,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.0459320613033
1.55,67,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.0547356468298
0.75,40,1,6.234,-75.57743,0,0,0,3,1.0,0,1,0,-2.0631543260735
2.8,90,3,6.21261,-75.57005,1,1,1,6,1.0,1,1,0,-2.0632635695659
1.5,100,4,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-2.0676902519772
1.72,130,3,6.2512,-75.59107,1,0,0,5,1.0,0,1,0,-2.0691780867928
1.45,73,3,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.0701167554197
1.1,55,2,6.23113,-75.60013,0,0,0,4,0.0,0,1,0,-2.0723081548653
0.8,40,1,6.2407,-75.60679,0,0,0,4,1.0,0,1,0,-2.0749366561369
1.85,60,2,6.24307,-75.58122,0,1,0,0,1.0,1,1,0,-2.0852576424041
1.3,60,2,6.26567,-75.60541,1,1,1,0,1.0,1,1,0,-2.0858020651739
0.78,60,3,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-2.0899878876502
1.1,65,2,6.24643,-75.58541,1,0,1,5,0.0,0,1,0,-2.0910084170728
0.7,40,1,6.234,-75.57743,0,0,0,4,1.0,0,1,0,-2.0945956600943
0.95,70,3,6.27354,-75.55583,0,0,0,2,1.0,1,1,0,-2.1066955012889
0.95,30,1,6.24909,-75.59132,0,0,0,4,1.0,0,1,0,-2.1163904728124
0.95,30,1,6.24909,-75.59132,0,0,0,4,1.0,0,1,0,-2.1163904728124
0.65,70,2,6.24408,-75.59508,0,0,0,3,0.0,1,1,0,-2.1222174740762
0.75,40,1,6.22941,-75.60168,0,0,0,3,1.0,0,1,0,-2.1274593201205
0.7,38,1,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-2.128983626602
1.5,125,1,6.23113,-75.60013,1,1,0,5,1.0,1,1,0,-2.1334109731176
0.9,80,2,6.24643,-75.58541,0,0,0,4,0.0,0,1,0,-2.1346665172205
2.5,120,3,6.23131,-75.56986,1,1,1,5,1.0,1,1,0,-2.1353692020558
1.65,56,2,6.21902,-75.60331,1,1,1,0,1.0,1,1,0,-2.1407419067254
1.7,55,2,6.24408,-75.59508,0,1,1,0,1.0,1,1,0,-2.1420165841519
1.8,76,3,6.26826,-75.58715,1,1,1,0,1.0,1,1,0,-2.1431673680222
1.3,70,3,6.22624,-75.59555,0,0.5,0,0,1.0,0,1,0,-2.1453241892641
1.5,117,3,6.24255,-75.56057,0,0,1,4,1.0,1,1,0,-2.1626693647366
0.9,75,2,6.24643,-75.58541,0,0,0,4,0.0,0,1,0,-2.1652931907976
2,112,3,6.20385,-75.57168,1,1,1,6,1.0,0,1,0,-2.1728097738772
1.5,60,2,6.24307,-75.58122,0,1,0,0,1.0,1,1,0,-2.1771421736274
2,130,3,6.25356,-75.59456,0,1,0,5,1.0,0,1,0,-2.1798353853419
0.9,45,1,6.24255,-75.56057,0,1,1,4,1.0,1,1,0,-2.1942521524385
0.9,60,3,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-2.1964284675975
0.9,60,3,6.24045,-75.55538,0,0,0,3,1.0,0,1,0,-2.1964284675975
1.25,65,3,6.21902,-75.60331,0,0.5,1,0,1.0,1,1,0,-2.1995771918419
1.07,79,4,6.23113,-75.60013,0,1,0,2,1.0,0,1,0,-2.2024842425439
1.9,90,3,6.26613,-75.59367,2,1,0,5,1.0,1,1,0,-2.2061571017422
0.75,40,2,6.24045,-75.55538,0,1,1,3,1.0,0,1,0,-2.2063658683956
2.5,120,3,6.2407,-75.60679,0,1,0,5,1.0,1,1,0,-2.2115904085273
0.75,45,1,6.2575,-75.60577,0,0,0,4,1.0,0,1,0,-2.2139601797996
1.95,90,3,6.19676,-75.57473,2,1,1,4,1.0,1,1,0,-2.2165862851108
1.5,68,3,6.26613,-75.59367,1,1,1,0,1.0,1,1,0,-2.2171088955965
2.7,115,3,6.26567,-75.60541,1,0,0,4,1.0,1,1,0,-2.2185902576794
2,58,1,6.19676,-75.57473,1,1,1,6,1.0,0,1,0,-2.221510400903
1.4,60,2,6.21902,-75.60331,1,1,0,0,1.0,1,1,0,-2.2234662107532
0.85,35,1,6.25356,-75.59456,0,0,0,4,1.0,0,1,0,-2.2309326582596
0.85,35,1,6.25356,-75.59456,0,0,0,4,1.0,0,1,0,-2.2309326582596
2,130,3,6.24307,-75.58122,1,1,0,5,1.0,0,1,0,-2.232695800888
0.73,40,1,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-2.2340139712167
1.9,108,4,6.26613,-75.59367,1,1,0,5,1.0,1,1,0,-2.2348969886027
1.4,50,1,6.21976,-75.56633,0,0,1,5,1.0,1,1,0,-2.247099262228
0.8,40,2,6.24045,-75.55538,0,1,1,3,1.0,0,1,0,-2.2551903366405
2.3,82,1,6.19676,-75.57473,1,1,1,6,1.0,1,1,0,-2.2716181507405
1.3,105,4,6.26567,-75.60541,0,1,0,3,1.0,1,1,0,-2.2735751309746
0.7,35,1,6.24831,-75.60905,0,1,0,3,1.0,1,1,0,-2.2754196898266
1.1,30,1,6.23042,-75.60727,0,1,1,4,1.0,0,1,0,-2.2761969280459
1.1,30,1,6.23042,-75.60727,0,1,0,4,1.0,0,1,0,-2.282797657153
0.85,35,1,6.26567,-75.60541,0,1,0,3,1.0,0,1,0,-2.2836157691368
1.5,65,2,6.26826,-75.58715,0,0,0,3,0.0,0,1,0,-2.2876899158665
1,55,2,6.23527,-75.59969,0,0,0,4,0.0,1,1,0,-2.2925205129115
1.2,60,2,6.23027,-75.59148,0,0.5,0,0,1.0,0,1,0,-2.2940028768633
1.2,65,3,6.22624,-75.59555,0,0,0,3,0.0,1,1,0,-2.2971587276879
0.85,40,2,6.24045,-75.55538,0,1,1,3,1.0,0,1,0,-2.300573092116
0.8,40,1,6.22624,-75.59555,0,0,0,3,1.0,0,1,0,-2.3033319063349
